type,ID,name,start_node,end_node,start_diameter[SI],end_diameter[SI],start_thickness[SI],end_thickness[SI],length[SI],division_points,elastance_1[SI],elastance_2[SI],eta[SI],res_start[SI],res_end[SI]
vis,A17,Externalcarotid1,n26,n27,4.700e-03,4.300e-03,4.700e-04,4.300e-04,4.100e-02,5,8.030e+05,1.450e+06,1.300e+04,0.000e+00,0.000e+00
vis,A14,AorticarchB,n3,n4,2.140e-02,2.080e-02,2.140e-03,2.080e-03,3.900e-02,7,3.440e+05,6.190e+05,1.300e+04,0.000e+00,0.000e+00
vis,A18,ThoracicaortaA,n4,n51,2.000e-02,1.890e-02,2.000e-03,1.890e-03,5.200e-02,9,3.590e+05,6.460e+05,1.300e+04,0.000e+00,0.000e+00
vis,A26,Intercostals,n51,p47,1.260e-02,9.500e-03,1.260e-03,9.500e-04,8.000e-02,12,4.860e+05,8.750e+05,1.300e+04,0.000e+00,0.000e+00
vis,A27,ThoracicaortaB,n51,n52,1.650e-02,1.290e-02,1.650e-03,1.290e-03,1.040e-01,17,4.170e+05,7.500e+05,1.300e+04,0.000e+00,0.000e+00
vis,A28,AbdominalaortaA,n52,n22,1.220e-02,1.220e-02,1.220e-03,1.220e-03,5.300e-02,8,4.580e+05,8.240e+05,1.300e+04,0.000e+00,0.000e+00
vis,A29,CeliacA,n52,n20,7.800e-03,6.900e-03,7.800e-04,6.900e-04,2.000e-02,5,6.060e+05,1.090e+06,1.300e+04,0.000e+00,0.000e+00
vis,A30,CeliacB,n20,n21,5.200e-03,4.900e-03,5.200e-04,4.900e-04,2.000e-02,5,7.500e+05,1.350e+06,1.300e+04,0.000e+00,0.000e+00
vis,A31,Hepatic,n21,p18,5.400e-03,4.400e-03,5.400e-04,4.400e-04,6.600e-02,8,7.670e+05,1.380e+06,1.300e+04,0.000e+00,0.000e+00
vis,A32,Gastric,n20,p19,3.200e-03,3.000e-03,3.200e-04,3.000e-04,7.100e-02,7,1.000e+06,1.800e+06,1.300e+04,0.000e+00,0.000e+00
vis,A33,Splenic,n21,p20,4.200e-03,3.900e-03,4.200e-04,3.900e-04,6.300e-02,7,8.540e+05,1.540e+06,1.300e+04,0.000e+00,0.000e+00
vis,A34,Superiormesenteric,n22,p22,7.900e-03,7.100e-03,7.900e-04,7.100e-04,5.900e-02,8,5.990e+05,1.080e+06,1.300e+04,0.000e+00,0.000e+00
vis,A35,AbdominalaortaB,n22,n23,1.150e-02,1.130e-02,1.150e-03,1.130e-03,2.000e-02,5,4.750e+05,8.540e+05,1.300e+04,0.000e+00,0.000e+00
vis,A36,Renal,n23,p21,5.200e-03,5.200e-03,5.200e-04,5.200e-04,3.200e-02,5,7.370e+05,1.330e+06,1.300e+04,0.000e+00,0.000e+00
vis,A38,Renal,n24,p23,5.200e-03,5.200e-03,5.200e-04,5.200e-04,3.200e-02,5,7.370e+05,1.330e+06,1.300e+04,0.000e+00,0.000e+00
vis,A37,AbdominalaortaC,n23,n24,1.180e-02,1.180e-02,1.180e-03,1.180e-03,2.000e-02,5,4.660e+05,8.390e+05,1.300e+04,0.000e+00,0.000e+00
vis,A39,AbdominalaortaD,n24,n25,1.160e-02,1.100e-02,1.160e-03,1.100e-03,1.060e-01,16,4.770e+05,8.590e+05,1.300e+04,0.000e+00,0.000e+00
vis,A40,Inferiormesenteric,n25,p24,4.700e-03,3.200e-03,4.700e-04,3.200e-04,5.000e-02,5,8.800e+05,1.580e+06,1.300e+04,0.000e+00,0.000e+00
vis,A41,AbdominalaortaE,n25,n13,1.080e-02,1.040e-02,1.080e-03,1.040e-03,2.000e-02,5,4.940e+05,8.890e+05,1.300e+04,0.000e+00,0.000e+00
vis,A42,Commoniliac,n13,n14,7.900e-03,7.000e-03,7.900e-04,7.000e-04,5.900e-02,8,6.010e+05,1.080e+06,1.300e+04,0.000e+00,0.000e+00
vis,A43,Commoniliac,n13,n17,7.900e-03,7.000e-03,7.900e-04,7.000e-04,5.900e-02,8,6.010e+05,1.080e+06,1.300e+04,0.000e+00,0.000e+00
vis,A44,Externaliliac,n17,n18,6.400e-03,6.100e-03,6.400e-04,6.100e-04,1.440e-01,18,6.630e+05,1.190e+06,1.300e+04,0.000e+00,0.000e+00
vis,A50,Externaliliac,n14,n15,6.400e-03,6.100e-03,6.400e-04,6.100e-04,1.440e-01,18,6.630e+05,1.190e+06,1.300e+04,0.000e+00,0.000e+00
vis,A45,Inneriliac,n17,p11,4.000e-03,4.000e-03,4.000e-04,4.000e-04,5.000e-02,6,8.600e+05,1.550e+06,1.300e+04,0.000e+00,0.000e+00
vis,A51,Inneriliac,n14,p7,4.000e-03,4.000e-03,4.000e-04,4.000e-04,5.000e-02,6,8.600e+05,1.550e+06,1.300e+04,0.000e+00,0.000e+00
vis,A46,Femoral,n18,n19,5.200e-03,3.800e-03,5.200e-04,3.800e-04,4.430e-01,51,8.100e+05,1.460e+06,1.300e+04,0.000e+00,0.000e+00
vis,A52,Femoral,n15,n16,5.200e-03,3.800e-03,5.200e-04,3.800e-04,4.430e-01,51,8.100e+05,1.460e+06,1.300e+04,0.000e+00,0.000e+00
vis,A47,Deepfemoral,n18,p12,4.000e-03,3.700e-03,4.000e-04,3.700e-04,1.260e-01,14,8.800e+05,1.580e+06,1.300e+04,0.000e+00,0.000e+00
vis,A53,Deepfemoral,n15,p8,4.000e-03,3.700e-03,4.000e-04,3.700e-04,1.260e-01,14,8.800e+05,1.580e+06,1.300e+04,0.000e+00,0.000e+00
vis,A48,Posteriortibial,n19,p13,3.100e-03,2.800e-03,3.100e-04,2.800e-04,3.210e-01,32,1.030e+06,1.860e+06,1.300e+04,0.000e+00,0.000e+00
vis,A54,Posteriortibial,n16,p10,3.100e-03,2.800e-03,3.100e-04,2.800e-04,3.210e-01,32,1.030e+06,1.860e+06,1.300e+04,0.000e+00,0.000e+00
vis,A49,Anteriortibial,n19,p14,2.600e-03,2.300e-03,2.600e-04,2.300e-04,3.430e-01,33,1.160e+06,2.090e+06,1.300e+04,0.000e+00,0.000e+00
vis,A55,Anteriortibial,n16,p9,2.600e-03,2.300e-03,2.600e-04,2.300e-04,3.430e-01,33,1.160e+06,2.090e+06,1.300e+04,0.000e+00,0.000e+00
vis,A56,Basilarartery2,n31,n50,4.000e-03,3.600e-03,4.000e-04,3.600e-04,2.000e-02,5,8.880e+05,1.600e+06,1.300e+04,0.000e+00,0.000e+00
vis,A57,Superiorcerebellar,n50,p35,1.700e-03,1.400e-03,1.700e-04,1.400e-04,1.000e-02,5,1.540e+06,2.780e+06,1.300e+04,0.000e+00,0.000e+00
vis,A58,Superiorcerebellar,n50,p34,1.700e-03,1.400e-03,1.700e-04,1.400e-04,1.000e-02,5,1.540e+06,2.780e+06,1.300e+04,0.000e+00,0.000e+00
vis,A59,Basilarartery1,n50,n49,3.100e-03,2.700e-03,3.100e-04,2.700e-04,5.000e-03,5,1.050e+06,1.880e+06,1.300e+04,0.000e+00,0.000e+00
vis,A60,Post.cerebral1,n49,n47,1.900e-03,1.900e-03,1.900e-04,1.900e-04,2.000e-03,5,1.350e+06,2.440e+06,1.300e+04,0.000e+00,0.000e+00
vis,A61,Post.cerebral1,n49,n48,1.900e-03,1.900e-03,1.900e-04,1.900e-04,2.000e-03,5,1.350e+06,2.440e+06,1.300e+04,0.000e+00,0.000e+00
vis,A62,Post.communicating,n47,n45,1.200e-03,1.200e-03,1.200e-04,1.200e-04,4.000e-03,5,1.810e+06,3.260e+06,1.300e+04,0.000e+00,0.000e+00
vis,A63,Post.communicating,n48,n38,1.200e-03,1.200e-03,1.200e-04,1.200e-04,4.000e-03,5,1.810e+06,3.260e+06,1.300e+04,0.000e+00,0.000e+00
vis,A64,Post.cerebral2,n47,p36,2.000e-03,1.800e-03,2.000e-04,1.800e-04,5.900e-02,5,1.360e+06,2.440e+06,1.300e+04,0.000e+00,0.000e+00
vis,A65,Post.cerebral2,n48,p33,2.000e-03,1.800e-03,2.000e-04,1.800e-04,5.900e-02,5,1.360e+06,2.440e+06,1.300e+04,0.000e+00,0.000e+00
vis,A66,ICAdistalPCo–ant.chor.seg.,n45,n44,3.900e-03,3.800e-03,3.900e-04,3.800e-04,2.000e-03,5,8.800e+05,1.580e+06,1.300e+04,0.000e+00,0.000e+00
vis,A67,ICAdistalPCo–ant.chor.seg.,n38,n39,3.900e-03,3.800e-03,3.900e-04,3.800e-04,2.000e-03,5,8.800e+05,1.580e+06,1.300e+04,0.000e+00,0.000e+00
vis,A68,Ant.cerebral1,n43,n42,2.100e-03,2.000e-03,2.100e-04,2.000e-04,1.200e-02,5,1.290e+06,2.320e+06,1.300e+04,0.000e+00,0.000e+00
vis,A69,Ant.cerebral1,n40,n41,2.100e-03,2.000e-03,2.100e-04,2.000e-04,1.200e-02,5,1.290e+06,2.320e+06,1.300e+04,0.000e+00,0.000e+00
vis,A70,MiddlecerebralM1,n43,n36,3.000e-03,2.800e-03,3.000e-04,2.800e-04,8.000e-03,5,1.040e+06,1.880e+06,1.300e+04,0.000e+00,0.000e+00
vis,A73,MiddlecerebralM1,n40,n30,3.000e-03,2.800e-03,3.000e-04,2.800e-04,8.000e-03,5,1.040e+06,1.880e+06,1.300e+04,0.000e+00,0.000e+00
vis,A71,MCAM2sup.fr.cist.sylvianbif.,n36,p39,2.000e-03,1.000e-03,2.000e-04,1.000e-04,7.100e-02,6,1.650e+06,2.980e+06,1.300e+04,0.000e+00,0.000e+00
vis,A74,MCAM2sup.fr.cist.sylvianbif.,n30,p30,2.000e-03,1.000e-03,2.000e-04,1.000e-04,7.100e-02,6,1.650e+06,2.980e+06,1.300e+04,0.000e+00,0.000e+00
vis,A72,MCAM2inf.br.dist.sylvianbif.,n36,p40,2.000e-03,1.000e-03,2.000e-04,1.000e-04,7.000e-02,6,1.650e+06,2.980e+06,1.300e+04,0.000e+00,0.000e+00
vis,A75,MCAM2inf.br.dist.sylvianbif.,n30,p29,2.000e-03,1.000e-03,2.000e-04,1.000e-04,7.000e-02,6,1.650e+06,2.980e+06,1.300e+04,0.000e+00,0.000e+00
vis,A76,Ant.cerebralA2,n42,p38,1.800e-03,1.700e-03,1.800e-04,1.700e-04,2.400e-02,5,1.430e+06,2.570e+06,1.300e+04,0.000e+00,0.000e+00
vis,A78,Ant.cerebralA2,n41,p31,1.800e-03,1.700e-03,1.800e-04,1.700e-04,2.400e-02,5,1.430e+06,2.570e+06,1.300e+04,0.000e+00,0.000e+00
vis,A77,Ant.communicating,n41,n42,1.300e-03,1.300e-03,1.300e-04,1.300e-04,2.000e-03,5,1.720e+06,3.100e+06,1.300e+04,0.000e+00,0.000e+00
vis,A79,Int.car.sinus,n46,n45,4.300e-03,3.900e-03,4.300e-04,3.900e-04,1.100e-02,5,8.480e+05,1.530e+06,1.300e+04,0.000e+00,0.000e+00
vis,A81,Int.car.sinus,n37,n38,4.300e-03,3.900e-03,4.300e-04,3.900e-04,1.100e-02,5,8.480e+05,1.530e+06,1.300e+04,0.000e+00,0.000e+00
vis,A80,Ophthalmic,n46,p37,1.000e-03,5.000e-04,1.000e-04,5.000e-05,1.100e-02,5,2.590e+06,4.660e+06,1.300e+04,0.000e+00,0.000e+00
vis,A82,Ophthalmic,n37,p32,1.000e-03,5.000e-04,1.000e-04,5.000e-05,1.100e-02,5,2.590e+06,4.660e+06,1.300e+04,0.000e+00,0.000e+00
vis,A83,Externalcarotid2,n33,n34,4.000e-03,3.500e-03,4.000e-04,3.500e-04,6.100e-02,7,8.950e+05,1.610e+06,1.300e+04,0.000e+00,0.000e+00
vis,A85,Externalcarotid2,n27,n28,4.000e-03,3.500e-03,4.000e-04,3.500e-04,6.100e-02,7,8.950e+05,1.610e+06,1.300e+04,0.000e+00,0.000e+00
vis,A84,Sup.thy.asc.ph.lyng.fac.occ.,n33,p44,2.000e-03,1.000e-03,2.000e-04,1.000e-04,1.010e-01,8,1.650e+06,2.980e+06,1.300e+04,0.000e+00,0.000e+00
vis,A86,Sup.thy.asc.ph.lyng.fac.occ.,n27,p25,2.000e-03,1.000e-03,2.000e-04,1.000e-04,1.010e-01,8,1.650e+06,2.980e+06,1.300e+04,0.000e+00,0.000e+00
vis,A87,Superficialtemporal,n34,n35,3.200e-03,3.000e-03,3.200e-04,3.000e-04,6.100e-02,6,1.000e+06,1.800e+06,1.300e+04,0.000e+00,0.000e+00
vis,A89,Superficialtemporal,n28,n29,3.200e-03,3.000e-03,3.200e-04,3.000e-04,6.100e-02,6,1.000e+06,1.800e+06,1.300e+04,0.000e+00,0.000e+00
vis,A88,Maxillary,n34,p43,2.200e-03,1.000e-03,2.200e-04,1.000e-04,9.100e-02,7,1.610e+06,2.900e+06,1.300e+04,0.000e+00,0.000e+00
vis,A90,Maxillary,n28,p26,2.200e-03,1.000e-03,2.200e-04,1.000e-04,9.100e-02,7,1.610e+06,2.900e+06,1.300e+04,0.000e+00,0.000e+00
vis,A91,Superficialtemporalfrontalbr.,n35,p41,2.200e-03,1.400e-03,2.200e-04,1.400e-04,1.000e-01,9,1.430e+06,2.580e+06,1.300e+04,0.000e+00,0.000e+00
vis,A93,Superficialtemporalfrontalbr.,n29,p28,2.200e-03,1.400e-03,2.200e-04,1.400e-04,1.000e-01,9,1.430e+06,2.580e+06,1.300e+04,0.000e+00,0.000e+00
vis,A92,Superficialtemporalparietalbr.,n35,p42,2.200e-03,1.400e-03,2.200e-04,1.400e-04,1.010e-01,9,1.430e+06,2.580e+06,1.300e+04,0.000e+00,0.000e+00
vis,A94,Superficialtemporalparietalbr.,n29,p27,2.200e-03,1.400e-03,2.200e-04,1.400e-04,1.010e-01,9,1.430e+06,2.580e+06,1.300e+04,0.000e+00,0.000e+00
vis,A95,Ascendingaorta2,n1,n2,2.930e-02,2.880e-02,2.930e-03,2.880e-03,3.500e-02,7,2.940e+05,5.290e+05,1.300e+04,0.000e+00,0.000e+00
vis,A100,Ant.choroidal,n44,p45,1.500e-03,1.300e-03,1.500e-04,1.300e-04,3.600e-02,5,1.640e+06,2.960e+06,1.300e+04,0.000e+00,0.000e+00
vis,A102,Ant.choroidal,n39,p46,1.500e-03,1.300e-03,1.500e-04,1.300e-04,3.600e-02,5,1.640e+06,2.960e+06,1.300e+04,0.000e+00,0.000e+00
vis,A101,ICAdistalcnt.chor.–M1seg.,n44,n43,3.800e-03,3.800e-03,3.800e-04,3.800e-04,2.000e-03,5,8.870e+05,1.600e+06,1.300e+04,0.000e+00,0.000e+00
vis,A103,ICAdistalcnt.chor.–M1seg.,n39,n40,3.800e-03,3.800e-03,3.800e-04,3.800e-04,2.000e-03,5,8.870e+05,1.600e+06,1.300e+04,0.000e+00,0.000e+00

type,ID,name,valami,parameter,file name
heart,H,0,P,
node,n1,0,4.270e+10
node,n2,0,4.270e+10
node,n3,0,4.270e+10
node,n4,0,4.270e+10
node,n5,0,4.270e+10
node,n6,0,4.270e+10
node,n7,0,4.270e+10
node,n8,0,4.270e+10
node,n9,0,4.270e+10
node,n10,0,4.270e+10
node,n11,0,4.270e+10
node,n12,0,4.270e+10
node,n13,0,4.270e+10
node,n14,0,4.270e+10
node,n15,0,4.270e+10
node,n16,0,4.270e+10
node,n17,0,4.270e+10
node,n18,0,4.270e+10
node,n19,0,4.270e+10
node,n20,0,4.270e+10
node,n21,0,4.270e+10
node,n22,0,4.270e+10
node,n23,0,4.270e+10
node,n24,0,4.270e+10
node,n25,0,4.270e+10
node,n26,0,4.270e+10
node,n27,0,4.270e+10
node,n28,0,4.270e+10
node,n29,0,4.270e+10
node,n30,0,4.270e+10
node,n31,0,4.270e+10
node,n32,0,4.270e+10
node,n33,0,4.270e+10
node,n34,0,4.270e+10
node,n35,0,4.270e+10
node,n36,0,4.270e+10
node,n37,0,4.270e+10
node,n38,0,4.270e+10
node,n39,0,4.270e+10
node,n40,0,4.270e+10
node,n41,0,4.270e+10
node,n42,0,4.270e+10
node,n43,0,4.270e+10
node,n44,0,4.270e+10
node,n45,0,4.270e+10
node,n46,0,4.270e+10
node,n47,0,4.270e+10
node,n48,0,4.270e+10
node,n49,0,4.270e+10
node,n50,0,4.270e+10
node,n51,0,4.270e+10
node,n52,0,4.270e+10
perif,p4,0
perif,p5,0
perif,p6,0
perif,p7,0
perif,p8,0
perif,p9,0
perif,p10,0
perif,p11,0
perif,p12,0
perif,p13,0
perif,p14,0
perif,p15,0
perif,p16,0
perif,p17,0
perif,p18,0
perif,p19,0
perif,p20,0
perif,p21,0
perif,p22,0
perif,p23,0
perif,p24,0
perif,p25,0
perif,p26,0
perif,p27,0
perif,p28,0
perif,p29,0
perif,p30,0
perif,p31,0
perif,p32,0
perif,p33,0
perif,p34,0
perif,p35,0
perif,p36,0
perif,p37,0
perif,p38,0
perif,p39,0
perif,p40,0
perif,p41,0
perif,p42,0
perif,p43,0
perif,p44,0
perif,p45,0
perif,p46,0
perif,p47,0

