type,ID,name,start_node,end_node,start_diameter[SI],end_diameter[SI],start_thickness[SI],end_thickness[SI],length[SI],division_points,elastance_1[SI],elastance_2[SI],eta[SI],res_start[SI],res_end[SI]
vis,A17,Externalcarotid1,n26,n27,4.153e-03,3.799e-03,5.070e-04,4.639e-04,4.400e-02,5,1.122e+06,2.052e+06,1.300e+04,0.000e+00,0.000e+00
vis,A14,AorticarchB,n3,n4,1.721e-02,1.672e-02,2.628e-03,2.554e-03,4.240e-02,7,1.995e+05,6.774e+05,1.300e+04,0.000e+00,0.000e+00
vis,A18,ThoracicaortaA,n4,n51,1.608e-02,1.520e-02,2.456e-03,2.321e-03,5.653e-02,9,2.082e+05,7.070e+05,1.300e+04,0.000e+00,0.000e+00
vis,A26,Intercostals,n51,p47,1.013e-02,7.638e-03,1.547e-03,1.167e-03,8.698e-02,12,2.818e+05,9.576e+05,1.300e+04,0.000e+00,0.000e+00
vis,A27,ThoracicaortaB,n51,n52,1.327e-02,1.037e-02,2.026e-03,1.584e-03,1.131e-01,17,2.418e+05,8.208e+05,1.300e+04,0.000e+00,0.000e+00
vis,A28,AbdominalaortaA,n52,n22,9.809e-03,9.809e-03,1.498e-03,1.498e-03,5.762e-02,8,2.656e+05,9.018e+05,1.300e+04,0.000e+00,0.000e+00
vis,A29,CeliacA,n52,n20,6.271e-03,5.548e-03,9.578e-04,8.473e-04,2.174e-02,5,3.514e+05,1.193e+06,1.300e+04,0.000e+00,0.000e+00
vis,A30,CeliacB,n20,n21,4.181e-03,3.940e-03,6.385e-04,6.017e-04,2.174e-02,5,4.349e+05,1.477e+06,1.300e+04,0.000e+00,0.000e+00
vis,A31,Hepatic,n21,p18,4.342e-03,3.538e-03,6.631e-04,5.403e-04,7.176e-02,8,4.448e+05,1.510e+06,1.300e+04,0.000e+00,0.000e+00
vis,A32,Gastric,n20,p19,2.573e-03,2.412e-03,3.929e-04,3.684e-04,7.719e-02,7,5.799e+05,1.970e+06,1.300e+04,0.000e+00,0.000e+00
vis,A33,Splenic,n21,p20,3.377e-03,3.136e-03,5.157e-04,4.789e-04,6.849e-02,7,4.952e+05,1.685e+06,1.300e+04,0.000e+00,0.000e+00
vis,A34,Superiormesenteric,n22,p22,6.352e-03,5.708e-03,9.700e-04,8.718e-04,6.414e-02,8,3.474e+05,1.182e+06,1.300e+04,0.000e+00,0.000e+00
vis,A35,AbdominalaortaB,n22,n23,9.246e-03,9.085e-03,1.412e-03,1.388e-03,2.174e-02,5,2.755e+05,9.346e+05,1.300e+04,0.000e+00,0.000e+00
vis,A36,Renal,n23,p21,4.181e-03,4.181e-03,6.385e-04,6.385e-04,3.479e-02,5,4.274e+05,1.456e+06,1.300e+04,0.000e+00,0.000e+00
vis,A38,Renal,n24,p23,4.181e-03,4.181e-03,6.385e-04,6.385e-04,3.479e-02,5,4.274e+05,1.456e+06,1.300e+04,0.000e+00,0.000e+00
vis,A37,AbdominalaortaC,n23,n24,9.487e-03,9.487e-03,1.449e-03,1.449e-03,2.174e-02,5,2.702e+05,9.182e+05,1.300e+04,0.000e+00,0.000e+00
vis,A39,AbdominalaortaD,n24,n25,9.326e-03,8.844e-03,1.424e-03,1.351e-03,1.152e-01,16,2.766e+05,9.401e+05,1.300e+04,0.000e+00,0.000e+00
vis,A40,Inferiormesenteric,n25,p24,3.779e-03,2.573e-03,5.771e-04,3.929e-04,5.436e-02,5,5.103e+05,1.729e+06,1.300e+04,0.000e+00,0.000e+00
vis,A41,AbdominalaortaE,n25,n13,8.683e-03,8.362e-03,1.326e-03,1.277e-03,2.174e-02,5,2.865e+05,9.729e+05,1.300e+04,0.000e+00,0.000e+00
vis,A42,Commoniliac,n13,n14,8.708e-03,7.716e-03,7.845e-04,6.952e-04,6.725e-02,8,4.635e+05,6.000e+05,1.300e+04,0.000e+00,0.000e+00
vis,A43,Commoniliac,n13,n17,8.708e-03,7.716e-03,7.845e-04,6.952e-04,6.725e-02,8,4.635e+05,6.000e+05,1.300e+04,0.000e+00,0.000e+00
vis,A44,Externaliliac,n17,n18,7.055e-03,6.724e-03,6.356e-04,6.058e-04,1.641e-01,18,5.113e+05,6.612e+05,1.300e+04,0.000e+00,0.000e+00
vis,A50,Externaliliac,n14,n15,7.055e-03,6.724e-03,6.356e-04,6.058e-04,1.641e-01,18,5.113e+05,6.612e+05,1.300e+04,0.000e+00,0.000e+00
vis,A45,Inneriliac,n17,p11,4.409e-03,4.409e-03,3.972e-04,3.972e-04,5.699e-02,6,6.632e+05,8.612e+05,1.300e+04,0.000e+00,0.000e+00
vis,A51,Inneriliac,n14,p7,4.409e-03,4.409e-03,3.972e-04,3.972e-04,5.699e-02,6,6.632e+05,8.612e+05,1.300e+04,0.000e+00,0.000e+00
vis,A46,Femoral,n18,n19,5.732e-03,4.189e-03,5.164e-04,3.774e-04,5.049e-01,51,6.247e+05,8.112e+05,1.300e+04,0.000e+00,0.000e+00
vis,A52,Femoral,n15,n16,5.732e-03,4.189e-03,5.164e-04,3.774e-04,5.049e-01,51,6.247e+05,8.112e+05,1.300e+04,0.000e+00,0.000e+00
vis,A47,Deepfemoral,n18,p12,4.409e-03,4.079e-03,3.972e-04,3.674e-04,1.436e-01,14,6.787e+05,8.778e+05,1.300e+04,0.000e+00,0.000e+00
vis,A53,Deepfemoral,n15,p8,4.409e-03,4.079e-03,3.972e-04,3.674e-04,1.436e-01,14,6.787e+05,8.778e+05,1.300e+04,0.000e+00,0.000e+00
vis,A48,Posteriortibial,n19,p13,3.417e-03,3.086e-03,3.079e-04,2.781e-04,3.659e-01,32,7.943e+05,1.033e+06,1.300e+04,0.000e+00,0.000e+00
vis,A54,Posteriortibial,n16,p10,3.417e-03,3.086e-03,3.079e-04,2.781e-04,3.659e-01,32,7.943e+05,1.033e+06,1.300e+04,0.000e+00,0.000e+00
vis,A49,Anteriortibial,n19,p14,2.866e-03,2.535e-03,2.582e-04,2.284e-04,3.910e-01,33,8.946e+05,1.161e+06,1.300e+04,0.000e+00,0.000e+00
vis,A55,Anteriortibial,n16,p9,2.866e-03,2.535e-03,2.582e-04,2.284e-04,3.910e-01,33,8.946e+05,1.161e+06,1.300e+04,0.000e+00,0.000e+00
vis,A56,Basilarartery2,n31,n50,3.534e-03,3.181e-03,4.315e-04,3.884e-04,2.146e-02,5,1.240e+06,2.264e+06,1.300e+04,0.000e+00,0.000e+00
vis,A57,Superiorcerebellar,n50,p35,1.502e-03,1.237e-03,1.834e-04,1.510e-04,1.073e-02,5,2.151e+06,3.934e+06,1.300e+04,0.000e+00,0.000e+00
vis,A58,Superiorcerebellar,n50,p34,1.502e-03,1.237e-03,1.834e-04,1.510e-04,1.073e-02,5,2.151e+06,3.934e+06,1.300e+04,0.000e+00,0.000e+00
vis,A59,Basilarartery1,n50,n49,2.739e-03,2.386e-03,3.344e-04,2.913e-04,5.365e-03,5,1.467e+06,2.660e+06,1.300e+04,0.000e+00,0.000e+00
vis,A60,Post.cerebral1,n49,n47,1.679e-03,1.679e-03,2.050e-04,2.050e-04,2.146e-03,5,1.886e+06,3.453e+06,1.300e+04,0.000e+00,0.000e+00
vis,A61,Post.cerebral1,n49,n48,1.679e-03,1.679e-03,2.050e-04,2.050e-04,2.146e-03,5,1.886e+06,3.453e+06,1.300e+04,0.000e+00,0.000e+00
vis,A62,Post.communicating,n47,n45,1.060e-03,1.060e-03,1.295e-04,1.295e-04,4.292e-03,5,2.528e+06,4.613e+06,1.300e+04,0.000e+00,0.000e+00
vis,A63,Post.communicating,n48,n38,1.060e-03,1.060e-03,1.295e-04,1.295e-04,4.292e-03,5,2.528e+06,4.613e+06,1.300e+04,0.000e+00,0.000e+00
vis,A64,Post.cerebral2,n47,p36,1.767e-03,1.590e-03,2.158e-04,1.942e-04,6.331e-02,5,1.900e+06,3.453e+06,1.300e+04,0.000e+00,0.000e+00
vis,A65,Post.cerebral2,n48,p33,1.767e-03,1.590e-03,2.158e-04,1.942e-04,6.331e-02,5,1.900e+06,3.453e+06,1.300e+04,0.000e+00,0.000e+00
vis,A66,ICAdistalPCo–ant.chor.seg.,n45,n44,3.446e-03,3.358e-03,4.207e-04,4.099e-04,2.146e-03,5,1.229e+06,2.236e+06,1.300e+04,0.000e+00,0.000e+00
vis,A67,ICAdistalPCo–ant.chor.seg.,n38,n39,3.446e-03,3.358e-03,4.207e-04,4.099e-04,2.146e-03,5,1.229e+06,2.236e+06,1.300e+04,0.000e+00,0.000e+00
vis,A68,Ant.cerebral1,n43,n42,1.856e-03,1.767e-03,2.265e-04,2.158e-04,1.288e-02,5,1.802e+06,3.283e+06,1.300e+04,0.000e+00,0.000e+00
vis,A69,Ant.cerebral1,n40,n41,1.856e-03,1.767e-03,2.265e-04,2.158e-04,1.288e-02,5,1.802e+06,3.283e+06,1.300e+04,0.000e+00,0.000e+00
vis,A70,MiddlecerebralM1,n43,n36,2.651e-03,2.474e-03,3.236e-04,3.021e-04,8.585e-03,5,1.453e+06,2.660e+06,1.300e+04,0.000e+00,0.000e+00
vis,A73,MiddlecerebralM1,n40,n30,2.651e-03,2.474e-03,3.236e-04,3.021e-04,8.585e-03,5,1.453e+06,2.660e+06,1.300e+04,0.000e+00,0.000e+00
vis,A71,MCAM2sup.fr.cist.sylvianbif.,n36,p39,1.767e-03,8.836e-04,2.158e-04,1.079e-04,7.619e-02,6,2.305e+06,4.217e+06,1.300e+04,0.000e+00,0.000e+00
vis,A74,MCAM2sup.fr.cist.sylvianbif.,n30,p30,1.767e-03,8.836e-04,2.158e-04,1.079e-04,7.619e-02,6,2.305e+06,4.217e+06,1.300e+04,0.000e+00,0.000e+00
vis,A72,MCAM2inf.br.dist.sylvianbif.,n36,p40,1.767e-03,8.836e-04,2.158e-04,1.079e-04,7.512e-02,6,2.305e+06,4.217e+06,1.300e+04,0.000e+00,0.000e+00
vis,A75,MCAM2inf.br.dist.sylvianbif.,n30,p29,1.767e-03,8.836e-04,2.158e-04,1.079e-04,7.512e-02,6,2.305e+06,4.217e+06,1.300e+04,0.000e+00,0.000e+00
vis,A76,Ant.cerebralA2,n42,p38,1.590e-03,1.502e-03,1.942e-04,1.834e-04,2.575e-02,5,1.997e+06,3.637e+06,1.300e+04,0.000e+00,0.000e+00
vis,A78,Ant.cerebralA2,n41,p31,1.590e-03,1.502e-03,1.942e-04,1.834e-04,2.575e-02,5,1.997e+06,3.637e+06,1.300e+04,0.000e+00,0.000e+00
vis,A77,Ant.communicating,n41,n42,1.149e-03,1.149e-03,1.402e-04,1.402e-04,2.146e-03,5,2.402e+06,4.386e+06,1.300e+04,0.000e+00,0.000e+00
vis,A79,Int.car.sinus,n46,n45,3.799e-03,3.446e-03,4.639e-04,4.207e-04,1.180e-02,5,1.184e+06,2.165e+06,1.300e+04,0.000e+00,0.000e+00
vis,A81,Int.car.sinus,n37,n38,3.799e-03,3.446e-03,4.639e-04,4.207e-04,1.180e-02,5,1.184e+06,2.165e+06,1.300e+04,0.000e+00,0.000e+00
vis,A80,Ophthalmic,n46,p37,8.836e-04,4.418e-04,1.079e-04,5.394e-05,1.180e-02,5,3.618e+06,6.594e+06,1.300e+04,0.000e+00,0.000e+00
vis,A82,Ophthalmic,n37,p32,8.836e-04,4.418e-04,1.079e-04,5.394e-05,1.180e-02,5,3.618e+06,6.594e+06,1.300e+04,0.000e+00,0.000e+00
vis,A83,Externalcarotid2,n33,n34,3.123e-03,2.733e-03,4.655e-04,4.073e-04,7.024e-02,7,1.746e+06,3.224e+06,1.300e+04,0.000e+00,0.000e+00
vis,A85,Externalcarotid2,n27,n28,3.534e-03,3.093e-03,4.315e-04,3.776e-04,6.546e-02,7,1.250e+06,2.278e+06,1.300e+04,0.000e+00,0.000e+00
vis,A84,Sup.thy.asc.ph.lyng.fac.occ.,n33,p44,1.767e-03,8.836e-04,2.158e-04,1.079e-04,1.084e-01,8,2.305e+06,4.217e+06,1.300e+04,0.000e+00,0.000e+00
vis,A86,Sup.thy.asc.ph.lyng.fac.occ.,n27,p25,1.767e-03,8.836e-04,2.158e-04,1.079e-04,1.084e-01,8,2.305e+06,4.217e+06,1.300e+04,0.000e+00,0.000e+00
vis,A87,Superficialtemporal,n34,n35,2.828e-03,2.651e-03,3.452e-04,3.236e-04,6.546e-02,6,1.397e+06,2.547e+06,1.300e+04,0.000e+00,0.000e+00
vis,A89,Superficialtemporal,n28,n29,2.828e-03,2.651e-03,3.452e-04,3.236e-04,6.546e-02,6,1.397e+06,2.547e+06,1.300e+04,0.000e+00,0.000e+00
vis,A88,Maxillary,n34,p43,1.944e-03,8.836e-04,2.373e-04,1.079e-04,9.765e-02,7,2.249e+06,4.104e+06,1.300e+04,0.000e+00,0.000e+00
vis,A90,Maxillary,n28,p26,1.944e-03,8.836e-04,2.373e-04,1.079e-04,9.765e-02,7,2.249e+06,4.104e+06,1.300e+04,0.000e+00,0.000e+00
vis,A91,Superficialtemporalfrontalbr.,n35,p41,1.944e-03,1.237e-03,2.373e-04,1.510e-04,1.073e-01,9,1.997e+06,3.651e+06,1.300e+04,0.000e+00,0.000e+00
vis,A93,Superficialtemporalfrontalbr.,n29,p28,2.200e-03,1.400e-03,2.200e-04,1.400e-04,1.000e-01,9,1.430e+06,2.580e+06,1.300e+04,0.000e+00,0.000e+00
vis,A92,Superficialtemporalparietalbr.,n35,p42,1.944e-03,1.237e-03,2.373e-04,1.510e-04,1.084e-01,9,1.997e+06,3.651e+06,1.300e+04,0.000e+00,0.000e+00
vis,A94,Superficialtemporalparietalbr.,n29,p27,1.944e-03,1.237e-03,2.373e-04,1.510e-04,1.084e-01,9,1.997e+06,3.651e+06,1.300e+04,0.000e+00,0.000e+00
vis,A95,Ascendingaorta2,n1,n2,2.356e-02,2.316e-02,3.598e-03,3.536e-03,3.805e-02,7,1.705e+05,5.789e+05,1.300e+04,0.000e+00,0.000e+00
vis,A100,Ant.choroidal,n44,p45,1.325e-03,1.149e-03,1.618e-04,1.402e-04,3.863e-02,5,2.291e+06,4.188e+06,1.300e+04,0.000e+00,0.000e+00
vis,A102,Ant.choroidal,n39,p46,1.325e-03,1.149e-03,1.618e-04,1.402e-04,3.863e-02,5,2.291e+06,4.188e+06,1.300e+04,0.000e+00,0.000e+00
vis,A101,ICAdistalcnt.chor.–M1seg.,n44,n43,3.358e-03,3.358e-03,4.099e-04,4.099e-04,2.146e-03,5,1.239e+06,2.264e+06,1.300e+04,0.000e+00,0.000e+00
vis,A103,ICAdistalcnt.chor.–M1seg.,n39,n40,3.358e-03,3.358e-03,4.099e-04,4.099e-04,2.146e-03,5,1.239e+06,2.264e+06,1.300e+04,0.000e+00,0.000e+00

type,ID,name,valami,parameter,file name
heart,H,0,P,
node,n1,0,4.270e+10
node,n2,0,4.270e+10
node,n3,0,4.270e+10
node,n4,0,4.270e+10
node,n5,0,4.270e+10
node,n6,0,1.358e+12
node,n7,0,1.358e+12
node,n8,0,1.358e+12
node,n9,0,1.358e+12
node,n10,0,1.358e+12
node,n11,0,1.358e+12
node,n12,0,1.358e+12
node,n13,0,5.014e+11
node,n14,0,1.372e+12
node,n15,0,1.372e+12
node,n16,0,1.372e+12
node,n17,0,1.372e+12
node,n18,0,1.372e+12
node,n19,0,1.372e+12
node,n20,0,5.014e+11
node,n21,0,5.014e+11
node,n22,0,5.014e+11
node,n23,0,5.014e+11
node,n24,0,5.014e+11
node,n25,0,5.014e+11
node,n26,0,1.654e+11
node,n27,0,1.654e+11
node,n28,0,1.654e+11
node,n29,0,1.654e+11
node,n30,0,1.654e+11
node,n31,0,1.654e+11
node,n32,0,1.654e+11
node,n33,0,1.654e+11
node,n34,0,1.654e+11
node,n35,0,1.654e+11
node,n36,0,1.654e+11
node,n37,0,1.654e+11
node,n38,0,1.654e+11
node,n39,0,1.654e+11
node,n40,0,1.654e+11
node,n41,0,1.654e+11
node,n42,0,1.654e+11
node,n43,0,1.654e+11
node,n44,0,1.654e+11
node,n45,0,1.654e+11
node,n46,0,1.654e+11
node,n47,0,1.654e+11
node,n48,0,1.654e+11
node,n49,0,1.654e+11
node,n50,0,1.654e+11
node,n51,0,5.014e+11
node,n52,0,5.014e+11
perif,p4,0
perif,p5,0
perif,p6,0
perif,p7,0
perif,p8,0
perif,p9,0
perif,p10,0
perif,p11,0
perif,p12,0
perif,p13,0
perif,p14,0
perif,p15,0
perif,p16,0
perif,p17,0
perif,p18,0
perif,p19,0
perif,p20,0
perif,p21,0
perif,p22,0
perif,p23,0
perif,p24,0
perif,p25,0
perif,p26,0
perif,p27,0
perif,p28,0
perif,p29,0
perif,p30,0
perif,p31,0
perif,p32,0
perif,p33,0
perif,p34,0
perif,p35,0
perif,p36,0
perif,p37,0
perif,p38,0
perif,p39,0
perif,p40,0
perif,p41,0
perif,p42,0
perif,p43,0
perif,p44,0
perif,p45,0
perif,p46,0
perif,p47,0

