type,ID,name,start_node,end_node,start_diameter[SI],end_diameter[SI],start_thickness[SI],end_thickness[SI],length[SI],division_points,elastance_1[SI],elastance_2[SI],eta[SI],res_start[SI],res_end[SI]
vis,A25,UlnarB,n12,p15,3.41E-03,3.07E-03,4.95E-04,4.46E-04,1.49E-01,38,6.73E+05,2.95E+06,1.30E+04,0.00E+00,0.00E+00
vis,A12,Internalcarotid,n32,n46,4.77E-03,3.60E-03,5.18E-04,3.91E-04,1.44E-01,42,1.39E+06,1.87E+06,1.30E+04,0.00E+00,0.00E+00
vis,A16,Internalcarotid,n26,n37,4.43E-03,3.43E-03,4.81E-04,3.72E-04,1.44E-01,42,1.44E+06,1.93E+06,1.30E+04,0.00E+00,0.00E+00
vis,A13,Externalcarotid1,n32,n33,4.18E-03,3.76E-03,4.54E-04,4.09E-04,3.32E-02,10,1.43E+06,1.91E+06,1.30E+04,0.00E+00,0.00E+00
vis,A17,Externalcarotid1,n26,n27,3.93E-03,3.60E-03,4.27E-04,3.91E-04,3.32E-02,10,1.47E+06,1.97E+06,1.30E+04,0.00E+00,0.00E+00
vis,A14,AorticarchB,n3,n4,1.90E-02,1.84E-02,1.99E-03,1.93E-03,3.27E-02,14,3.83E+05,1.02E+06,1.30E+04,0.00E+00,0.00E+00
vis,A18,ThoracicaortaA,n4,n51,1.77E-02,1.68E-02,1.86E-03,1.75E-03,4.36E-02,18,3.99E+05,1.06E+06,1.30E+04,0.00E+00,0.00E+00
vis,A26,Intercostals,n51,p47,1.12E-02,8.42E-03,1.17E-03,8.82E-04,6.71E-02,24,5.41E+05,1.44E+06,1.30E+04,0.00E+00,0.00E+00
vis,A27,ThoracicaortaB,n51,n52,1.46E-02,1.14E-02,1.53E-03,1.20E-03,8.73E-02,34,4.64E+05,1.23E+06,1.30E+04,0.00E+00,0.00E+00
vis,A28,AbdominalaortaA,n52,n22,1.08E-02,1.08E-02,1.13E-03,1.13E-03,4.45E-02,16,5.10E+05,1.35E+06,1.30E+04,0.00E+00,0.00E+00
vis,A29,CeliacA,n52,n20,6.91E-03,6.11E-03,7.24E-04,6.40E-04,1.68E-02,10,6.74E+05,1.79E+06,1.30E+04,0.00E+00,0.00E+00
vis,A30,CeliacB,n20,n21,4.61E-03,4.34E-03,4.83E-04,4.55E-04,1.68E-02,10,8.34E+05,2.22E+06,1.30E+04,0.00E+00,0.00E+00
vis,A31,Hepatic,n21,p18,4.79E-03,3.90E-03,5.01E-04,4.08E-04,5.54E-02,16,8.53E+05,2.27E+06,1.30E+04,0.00E+00,0.00E+00
vis,A32,Gastric,n20,p19,2.84E-03,2.66E-03,2.97E-04,2.78E-04,5.96E-02,14,1.11E+06,2.96E+06,1.30E+04,0.00E+00,0.00E+00
vis,A33,Splenic,n21,p20,3.72E-03,3.46E-03,3.90E-04,3.62E-04,5.29E-02,14,9.50E+05,2.53E+06,1.30E+04,0.00E+00,0.00E+00
vis,A34,Superiormesenteric,n22,p22,7.00E-03,6.29E-03,7.33E-04,6.59E-04,4.95E-02,16,6.66E+05,1.77E+06,1.30E+04,0.00E+00,0.00E+00
vis,A35,AbdominalaortaB,n22,n23,1.02E-02,1.00E-02,1.07E-03,1.05E-03,1.68E-02,10,5.28E+05,1.40E+06,1.30E+04,0.00E+00,0.00E+00
vis,A36,Renal,n23,p21,4.61E-03,4.61E-03,4.83E-04,4.83E-04,2.69E-02,10,8.20E+05,2.18E+06,1.30E+04,0.00E+00,0.00E+00
vis,A38,Renal,n24,p23,4.61E-03,4.61E-03,4.83E-04,4.83E-04,2.69E-02,10,8.20E+05,2.18E+06,1.30E+04,0.00E+00,0.00E+00
vis,A37,AbdominalaortaC,n23,n24,1.05E-02,1.05E-02,1.10E-03,1.10E-03,1.68E-02,10,5.18E+05,1.38E+06,1.30E+04,0.00E+00,0.00E+00
vis,A39,AbdominalaortaD,n24,n25,1.03E-02,9.75E-03,1.08E-03,1.02E-03,8.90E-02,32,5.31E+05,1.41E+06,1.30E+04,0.00E+00,0.00E+00
vis,A40,Inferiormesenteric,n25,p24,4.17E-03,2.84E-03,4.36E-04,2.97E-04,4.20E-02,10,9.79E+05,2.59E+06,1.30E+04,0.00E+00,0.00E+00
vis,A41,AbdominalaortaE,n25,n13,9.57E-03,9.22E-03,1.00E-03,9.65E-04,1.68E-02,10,5.50E+05,1.46E+06,1.30E+04,0.00E+00,0.00E+00
vis,A42,Commoniliac,n13,n14,6.48E-03,5.74E-03,9.02E-04,7.99E-04,6.86E-02,16,4.88E+05,2.07E+06,1.30E+04,0.00E+00,0.00E+00
vis,A43,Commoniliac,n13,n17,6.48E-03,5.74E-03,9.02E-04,7.99E-04,6.86E-02,16,4.88E+05,2.07E+06,1.30E+04,0.00E+00,0.00E+00
vis,A44,Externaliliac,n17,n18,5.25E-03,5.01E-03,7.31E-04,6.96E-04,1.67E-01,36,5.38E+05,2.28E+06,1.30E+04,0.00E+00,0.00E+00
vis,A50,Externaliliac,n14,n15,5.25E-03,5.01E-03,7.31E-04,6.96E-04,1.67E-01,36,5.38E+05,2.28E+06,1.30E+04,0.00E+00,0.00E+00
vis,A45,Inneriliac,n17,p11,3.28E-03,3.28E-03,4.57E-04,4.57E-04,5.81E-02,12,6.98E+05,2.97E+06,1.30E+04,0.00E+00,0.00E+00
vis,A51,Inneriliac,n14,p7,3.28E-03,3.28E-03,4.57E-04,4.57E-04,5.81E-02,12,6.98E+05,2.97E+06,1.30E+04,0.00E+00,0.00E+00
vis,A46,Femoral,n18,n19,4.27E-03,3.12E-03,5.94E-04,4.34E-04,5.15E-01,102,6.57E+05,2.80E+06,1.30E+04,0.00E+00,0.00E+00
vis,A52,Femoral,n15,n16,4.27E-03,3.12E-03,5.94E-04,4.34E-04,5.15E-01,102,6.57E+05,2.80E+06,1.30E+04,0.00E+00,0.00E+00
vis,A47,Deepfemoral,n18,p12,3.28E-03,3.04E-03,4.57E-04,4.22E-04,1.47E-01,28,7.14E+05,3.03E+06,1.30E+04,0.00E+00,0.00E+00
vis,A53,Deepfemoral,n15,p8,3.28E-03,3.04E-03,4.57E-04,4.22E-04,1.47E-01,28,7.14E+05,3.03E+06,1.30E+04,0.00E+00,0.00E+00
vis,A48,Posteriortibial,n19,p13,2.54E-03,2.30E-03,3.54E-04,3.20E-04,3.73E-01,64,8.36E+05,3.56E+06,1.30E+04,0.00E+00,0.00E+00
vis,A54,Posteriortibial,n16,p10,2.54E-03,2.30E-03,3.54E-04,3.20E-04,3.73E-01,64,8.36E+05,3.56E+06,1.30E+04,0.00E+00,0.00E+00
vis,A49,Anteriortibial,n19,p14,2.13E-03,1.89E-03,2.97E-04,2.63E-04,3.99E-01,66,9.41E+05,4.00E+06,1.30E+04,0.00E+00,0.00E+00
vis,A55,Anteriortibial,n16,p9,2.13E-03,1.89E-03,2.97E-04,2.63E-04,3.99E-01,66,9.41E+05,4.00E+06,1.30E+04,0.00E+00,0.00E+00
vis,A56,Basilarartery2,n31,n50,3.34E-03,3.01E-03,3.63E-04,3.27E-04,1.62E-02,10,1.63E+06,2.18E+06,1.30E+04,0.00E+00,0.00E+00
vis,A57,Superiorcerebellar,n50,p35,1.42E-03,1.17E-03,1.54E-04,1.27E-04,8.10E-03,10,2.82E+06,3.79E+06,1.30E+04,0.00E+00,0.00E+00
vis,A58,Superiorcerebellar,n50,p34,1.42E-03,1.17E-03,1.54E-04,1.27E-04,8.10E-03,10,2.82E+06,3.79E+06,1.30E+04,0.00E+00,0.00E+00
vis,A59,Basilarartery1,n50,n49,2.59E-03,2.26E-03,2.82E-04,2.45E-04,4.05E-03,10,1.92E+06,2.56E+06,1.30E+04,0.00E+00,0.00E+00
vis,A60,Post.cerebral1,n49,n47,1.59E-03,1.59E-03,1.73E-04,1.73E-04,1.62E-03,10,2.47E+06,3.32E+06,1.30E+04,0.00E+00,0.00E+00
vis,A61,Post.cerebral1,n49,n48,1.59E-03,1.59E-03,1.73E-04,1.73E-04,1.62E-03,10,2.47E+06,3.32E+06,1.30E+04,0.00E+00,0.00E+00
vis,A62,Post.communicating,n47,n45,1.00E-03,1.00E-03,1.09E-04,1.09E-04,3.24E-03,10,3.32E+06,4.44E+06,1.30E+04,0.00E+00,0.00E+00
vis,A63,Post.communicating,n48,n38,1.00E-03,1.00E-03,1.09E-04,1.09E-04,3.24E-03,10,3.32E+06,4.44E+06,1.30E+04,0.00E+00,0.00E+00
vis,A64,Post.cerebral2,n47,p36,1.67E-03,1.51E-03,1.82E-04,1.64E-04,4.78E-02,10,2.49E+06,3.32E+06,1.30E+04,0.00E+00,0.00E+00
vis,A65,Post.cerebral2,n48,p33,1.67E-03,1.51E-03,1.82E-04,1.64E-04,4.78E-02,10,2.49E+06,3.32E+06,1.30E+04,0.00E+00,0.00E+00
vis,A66,ICAdistalPCo–ant.chor.seg.,n45,n44,3.26E-03,3.18E-03,3.54E-04,3.45E-04,1.62E-03,10,1.61E+06,2.15E+06,1.30E+04,0.00E+00,0.00E+00
vis,A67,ICAdistalPCo–ant.chor.seg.,n38,n39,3.26E-03,3.18E-03,3.54E-04,3.45E-04,1.62E-03,10,1.61E+06,2.15E+06,1.30E+04,0.00E+00,0.00E+00
vis,A68,Ant.cerebral1,n43,n42,1.76E-03,1.67E-03,1.91E-04,1.82E-04,9.73E-03,10,2.36E+06,3.16E+06,1.30E+04,0.00E+00,0.00E+00
vis,A69,Ant.cerebral1,n40,n41,1.76E-03,1.67E-03,1.91E-04,1.82E-04,9.73E-03,10,2.36E+06,3.16E+06,1.30E+04,0.00E+00,0.00E+00
vis,A70,MiddlecerebralM1,n43,n36,2.51E-03,2.34E-03,2.72E-04,2.54E-04,6.48E-03,10,1.91E+06,2.56E+06,1.30E+04,0.00E+00,0.00E+00
vis,A73,MiddlecerebralM1,n40,n30,2.51E-03,2.34E-03,2.72E-04,2.54E-04,6.48E-03,10,1.91E+06,2.56E+06,1.30E+04,0.00E+00,0.00E+00
vis,A71,MCAM2sup.fr.cist.sylvianbif.,n36,p39,1.67E-03,8.36E-04,1.82E-04,9.08E-05,5.75E-02,12,3.02E+06,4.06E+06,1.30E+04,0.00E+00,0.00E+00
vis,A74,MCAM2sup.fr.cist.sylvianbif.,n30,p30,1.67E-03,8.36E-04,1.82E-04,9.08E-05,5.75E-02,12,3.02E+06,4.06E+06,1.30E+04,0.00E+00,0.00E+00
vis,A72,MCAM2inf.br.dist.sylvianbif.,n36,p40,1.67E-03,8.36E-04,1.82E-04,9.08E-05,5.67E-02,12,3.02E+06,4.06E+06,1.30E+04,0.00E+00,0.00E+00
vis,A75,MCAM2inf.br.dist.sylvianbif.,n30,p29,1.67E-03,8.36E-04,1.82E-04,9.08E-05,5.67E-02,12,3.02E+06,4.06E+06,1.30E+04,0.00E+00,0.00E+00
vis,A76,Ant.cerebralA2,n42,p38,1.51E-03,1.42E-03,1.64E-04,1.54E-04,1.95E-02,10,2.62E+06,3.50E+06,1.30E+04,0.00E+00,0.00E+00
vis,A78,Ant.cerebralA2,n41,p31,1.51E-03,1.42E-03,1.64E-04,1.54E-04,1.95E-02,10,2.62E+06,3.50E+06,1.30E+04,0.00E+00,0.00E+00
vis,A77,Ant.communicating,n41,n42,1.09E-03,1.09E-03,1.18E-04,1.18E-04,1.62E-03,10,3.15E+06,4.22E+06,1.30E+04,0.00E+00,0.00E+00
vis,A79,Int.car.sinus,n46,n45,3.60E-03,3.26E-03,3.91E-04,3.54E-04,8.91E-03,10,1.55E+06,2.08E+06,1.30E+04,0.00E+00,0.00E+00
vis,A81,Int.car.sinus,n37,n38,3.60E-03,3.26E-03,3.91E-04,3.54E-04,8.91E-03,10,1.55E+06,2.08E+06,1.30E+04,0.00E+00,0.00E+00
vis,A80,Ophthalmic,n46,p37,8.36E-04,4.18E-04,9.08E-05,4.54E-05,8.91E-03,10,4.74E+06,6.35E+06,1.30E+04,0.00E+00,0.00E+00
vis,A82,Ophthalmic,n37,p32,8.36E-04,4.18E-04,9.08E-05,4.54E-05,8.91E-03,10,4.74E+06,6.35E+06,1.30E+04,0.00E+00,0.00E+00
vis,A83,Externalcarotid2,n33,n34,2.80E-03,2.45E-03,3.30E-04,2.89E-04,4.01E-02,14,3.00E+06,2.99E+06,1.30E+04,0.00E+00,0.00E+00
vis,A85,Externalcarotid2,n27,n28,3.34E-03,2.93E-03,3.63E-04,3.18E-04,4.94E-02,14,1.64E+06,2.19E+06,1.30E+04,0.00E+00,0.00E+00
vis,A84,Sup.thy.asc.ph.lyng.fac.occ.,n33,p44,1.67E-03,8.36E-04,1.82E-04,9.08E-05,8.19E-02,16,3.02E+06,4.06E+06,1.30E+04,0.00E+00,0.00E+00
vis,A86,Sup.thy.asc.ph.lyng.fac.occ.,n27,p25,1.67E-03,8.36E-04,1.82E-04,9.08E-05,8.19E-02,16,3.02E+06,4.06E+06,1.30E+04,0.00E+00,0.00E+00
vis,A87,Superficialtemporal,n34,n35,2.68E-03,2.51E-03,2.91E-04,2.72E-04,4.94E-02,12,1.83E+06,2.45E+06,1.30E+04,0.00E+00,0.00E+00
vis,A89,Superficialtemporal,n28,n29,2.68E-03,2.51E-03,2.91E-04,2.72E-04,4.94E-02,12,1.83E+06,2.45E+06,1.30E+04,0.00E+00,0.00E+00
vis,A88,Maxillary,n34,p43,1.84E-03,8.36E-04,2.00E-04,9.08E-05,7.38E-02,14,2.95E+06,3.95E+06,1.30E+04,0.00E+00,0.00E+00
vis,A90,Maxillary,n28,p26,1.84E-03,8.36E-04,2.00E-04,9.08E-05,7.38E-02,14,2.95E+06,3.95E+06,1.30E+04,0.00E+00,0.00E+00
vis,A91,Superficialtemporalfrontalbr.,n35,p41,1.84E-03,1.17E-03,2.00E-04,1.27E-04,8.10E-02,18,2.62E+06,3.51E+06,1.30E+04,0.00E+00,0.00E+00
vis,A93,Superficialtemporalfrontalbr.,n29,p28,2.20E-03,1.40E-03,2.20E-04,1.40E-04,1.00E-01,18,1.43E+06,2.58E+06,1.30E+04,0.00E+00,0.00E+00
vis,A92,Superficialtemporalparietalbr.,n35,p42,1.84E-03,1.17E-03,2.00E-04,1.27E-04,8.19E-02,18,2.62E+06,3.51E+06,1.30E+04,0.00E+00,0.00E+00
vis,A94,Superficialtemporalparietalbr.,n29,p27,1.84E-03,1.17E-03,2.00E-04,1.27E-04,8.19E-02,18,2.62E+06,3.51E+06,1.30E+04,0.00E+00,0.00E+00
vis,A95,Ascendingaorta2,n1,n2,2.60E-02,2.55E-02,2.72E-03,2.67E-03,2.94E-02,14,3.27E+05,8.69E+05,1.30E+04,0.00E+00,0.00E+00
vis,A100,Ant.choroidal,n44,p45,1.25E-03,1.09E-03,1.36E-04,1.18E-04,2.92E-02,10,3.00E+06,4.03E+06,1.30E+04,0.00E+00,0.00E+00
vis,A102,Ant.choroidal,n39,p46,1.25E-03,1.09E-03,1.36E-04,1.18E-04,2.92E-02,10,3.00E+06,4.03E+06,1.30E+04,0.00E+00,0.00E+00
vis,A101,ICAdistalcnt.chor.–M1seg.,n44,n43,3.18E-03,3.18E-03,3.45E-04,3.45E-04,1.62E-03,10,1.62E+06,2.18E+06,1.30E+04,0.00E+00,0.00E+00
vis,A103,ICAdistalcnt.chor.–M1seg.,n39,n40,3.18E-03,3.18E-03,3.45E-04,3.45E-04,1.62E-03,10,1.62E+06,2.18E+06,1.30E+04,0.00E+00,0.00E+00
,,,,,,,,,,,,,,,
type,ID,name,valami,parameter,file name,,,,,,,,,,
heart,H,0,P,,,,,,,,,,,,
node,n1,0,4.27E+10,,,,,,,,,,,,
node,n2,0,4.27E+10,,,,,,,,,,,,
node,n3,0,4.27E+10,,,,,,,,,,,,
node,n4,0,4.27E+10,,,,,,,,,,,,
node,n5,0,4.27E+10,,,,,,,,,,,,
node,n6,0,2.75E+11,,,,,,,,,,,,
node,n7,0,2.75E+11,,,,,,,,,,,,
node,n8,0,2.75E+11,,,,,,,,,,,,
node,n9,0,2.75E+11,,,,,,,,,,,,
node,n10,0,2.75E+11,,,,,,,,,,,,
node,n11,0,2.75E+11,,,,,,,,,,,,
node,n12,0,2.75E+11,,,,,,,,,,,,
node,n13,0,1.73E+11,,,,,,,,,,,,
node,n14,0,3.45E+11,,,,,,,,,,,,
node,n15,0,3.45E+11,,,,,,,,,,,,
node,n16,0,3.45E+11,,,,,,,,,,,,
node,n17,0,3.45E+11,,,,,,,,,,,,
node,n18,0,3.45E+11,,,,,,,,,,,,
node,n19,0,3.45E+11,,,,,,,,,,,,
node,n20,0,1.73E+11,,,,,,,,,,,,
node,n21,0,1.73E+11,,,,,,,,,,,,
node,n22,0,1.73E+11,,,,,,,,,,,,
node,n23,0,1.73E+11,,,,,,,,,,,,
node,n24,0,1.73E+11,,,,,,,,,,,,
node,n25,0,1.73E+11,,,,,,,,,,,,
node,n26,0,2.20E+11,,,,,,,,,,,,
node,n27,0,2.20E+11,,,,,,,,,,,,
node,n28,0,2.20E+11,,,,,,,,,,,,
node,n29,0,2.20E+11,,,,,,,,,,,,
node,n30,0,2.20E+11,,,,,,,,,,,,
node,n31,0,2.20E+11,,,,,,,,,,,,
node,n32,0,2.20E+11,,,,,,,,,,,,
node,n33,0,2.20E+11,,,,,,,,,,,,
node,n34,0,2.20E+11,,,,,,,,,,,,
node,n35,0,2.20E+11,,,,,,,,,,,,
node,n36,0,2.20E+11,,,,,,,,,,,,
node,n37,0,2.20E+11,,,,,,,,,,,,
node,n38,0,2.20E+11,,,,,,,,,,,,
node,n39,0,2.20E+11,,,,,,,,,,,,
node,n40,0,2.20E+11,,,,,,,,,,,,
node,n41,0,2.20E+11,,,,,,,,,,,,
node,n42,0,2.20E+11,,,,,,,,,,,,
node,n43,0,2.20E+11,,,,,,,,,,,,
node,n44,0,2.20E+11,,,,,,,,,,,,
node,n45,0,2.20E+11,,,,,,,,,,,,
node,n46,0,2.20E+11,,,,,,,,,,,,
node,n47,0,2.20E+11,,,,,,,,,,,,
node,n48,0,2.20E+11,,,,,,,,,,,,
node,n49,0,2.20E+11,,,,,,,,,,,,
node,n50,0,2.20E+11,,,,,,,,,,,,
node,n51,0,1.73E+11,,,,,,,,,,,,
node,n52,0,1.73E+11,,,,,,,,,,,,
perif,p4,0,,,,,,,,,,,,,
perif,p5,0,,,,,,,,,,,,,
perif,p6,0,,,,,,,,,,,,,
perif,p7,0,,,,,,,,,,,,,
perif,p8,0,,,,,,,,,,,,,
perif,p9,0,,,,,,,,,,,,,
perif,p10,0,,,,,,,,,,,,,
perif,p11,0,,,,,,,,,,,,,
perif,p12,0,,,,,,,,,,,,,
perif,p13,0,,,,,,,,,,,,,
perif,p14,0,,,,,,,,,,,,,
perif,p15,0,,,,,,,,,,,,,
perif,p16,0,,,,,,,,,,,,,
perif,p17,0,,,,,,,,,,,,,
perif,p18,0,,,,,,,,,,,,,
perif,p19,0,,,,,,,,,,,,,
perif,p20,0,,,,,,,,,,,,,
perif,p21,0,,,,,,,,,,,,,
perif,p22,0,,,,,,,,,,,,,
perif,p23,0,,,,,,,,,,,,,
perif,p24,0,,,,,,,,,,,,,
perif,p25,0,,,,,,,,,,,,,
perif,p26,0,,,,,,,,,,,,,
perif,p27,0,,,,,,,,,,,,,
perif,p28,0,,,,,,,,,,,,,
perif,p29,0,,,,,,,,,,,,,
perif,p30,0,,,,,,,,,,,,,
perif,p31,0,,,,,,,,,,,,,
perif,p32,0,,,,,,,,,,,,,
perif,p33,0,,,,,,,,,,,,,
perif,p34,0,,,,,,,,,,,,,
perif,p35,0,,,,,,,,,,,,,
perif,p36,0,,,,,,,,,,,,,
perif,p37,0,,,,,,,,,,,,,
perif,p38,0,,,,,,,,,,,,,
perif,p39,0,,,,,,,,,,,,,
perif,p40,0,,,,,,,,,,,,,
perif,p41,0,,,,,,,,,,,,,
perif,p42,0,,,,,,,,,,,,,
perif,p43,0,,,,,,,,,,,,,
perif,p44,0,,,,,,,,,,,,,
perif,p45,0,,,,,,,,,,,,,
perif,p46,0,,,,,,,,,,,,,
perif,p47,0,,,,,,,,,,,,,
